saved_id,sentiment,situation,message,canal,ciutada,clas1,clas2,clas3,lng,lat,barri,data_inici
BC00291889,"3,75","3,8",El pedal per obrir el contenidor està trencat i la gent deixa brossa a terra.,Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.43245344,41.55042369,Cirera,2020-01-01 00:00:00
BC00291904,"5,5",5,Policia comunica que al [ADDRESS] hi ha una paperera plena. S'ha de buidar.,Policia Local,Intern,Manteniment de la Ciutat,Papereres a la via pública,,2.44043621,41.53739307,Eixample,2020-01-01 00:00:00
BC00291905,"3,75","3,8",Tel. 010: | Es necessari que es passin a netejar i desinfectar la zona dels contenidors que hi ha [ADDRESS]. Tot està molt brut i fa molta pudor.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.43810006,41.53302162,Eixample,2020-01-01 00:00:00
BC00291906,"9,25","5,5","Yo [NAME] solicito poner música durante los días 17 y 18 de abril durante el horario de 18h a 21:30h, en [ADDRESS], puesto que hemos organizado una feria de abril en la calle de nuestros balcones, organizado por un gran número de vecinos, para intentar amenizar de la mejor manera posible este confinamiento que esta siendo tan difícil para todos. Por otro lado durante todos los días que dure este confinamiento solicitamos poner música infantil de 18h a 19h para hacerle a los pequeños campeones que no salen en todo el día de casa que su día sea más ameno y de 20h a 21h para el resto. Muchas gracias por vuestra comprensión y esperamos que nos ayudéis a que este confinamiento sea un poco más ameno para nuestros vecinos.",Web municipal,Ciutadà,"Cultura, Esports, Ensenyament i Centres Cívics",Cultura i festes populars i tradicionals,,2.42631344,41.54496349,Cerdanyola,2020-01-01 00:00:00
BC00291907,"7,45","5,5","Debido a la próxima llegada del ramadan (del 23/04 al 24/05/20), necesitaría desplazarme a otras zonas de Mataró (Cerdanyola, Rocafonda) para poder comprar en las tiendas de alimentación ya que en la zona del centro donde vivo no existe ninguna tienda que lo proporcione. | ¿Estaría permitido durante el confinamiento en Mataró? | Gracias por su atención.",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.44179795,41.53455240,Eixample,2020-01-01 00:00:00
BC00291908,"3,5","3,8","Fotodenuncia: | Saco de escombros. La gente es muy marrana, esto lleva en Cami de la Geganta a la altura del [ADDRESS], davant de polícia local, que me acuerdo desde principios de Març i no ho recullen.",Fotodenuncia,Ciutadà,Mobilitat,Ocupació via pública,Contenidors obres/ Sacs recollida runa,2.43667177,41.54116855,Eixample,2020-01-01 00:00:00
BC00291909,"4,5","3,8","Fotodenuncia. Contenidors bruts i brosses al voltant, no s'ha passat a netejar ni desinfectar per aquesta zona.",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.44139198,41.53739390,Eixample,2020-01-01 00:00:00
BC00291910,"3,75","3,8",Fotodenuncia: | [ADDRESS]. Papelera desbordada i per si fos poc rastrojos tirats pel sòl des de fa ja 2 o 3 dies.... | Només falta que algun Lumbreras tiri una colilla encendida i ja tenim un folló muntant!!!!,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Papereres a la via pública,,2.44961253,41.54618190,Rocafonda,2020-01-01 00:00:00
BC00291911,"8,75","5,5","Bona tarda, he perdut el meu [ID] i m'agradaría sapiguer si tinc que presentar-me a la policia local per que en tinguin constància, ja que degut al estat de alarma, encara no el puc fer de nou. Moltes gràcies.",Web municipal,Ciutadà,Policia local,,,,,,2020-01-01 00:00:00
BC00291913,"5,5",5,Solicitud aplicio del descompte per usos a la deixalleria no aplicat al rebut de la brossa (per dos contribuents),Web municipal,Ciutadà,Gestió Tributària,,,2.44625153,41.54219590,Eixample,2020-01-01 00:00:00
BC00291914,"2,55","2,5","Desde la instalación de unos badenes que se han colocado en la calle citada han comenzado a aparecer grietas en mi casa debido al temblor que origina el paso de camiones de gran tonelada como los de [NAME], estos badenes no cumplen con su cometido ya que siguen circulando muchos vehículos a altas velocidades originando ruido y temblores en mi vivienda, llegando a temblar la estructura de la casa, ruido de cristaleras y temblor de mobiliario, ruego que sean retirados y que de colocarse otros, estos sean de obra siendo mucho más efectivos y que realmente hacen parar a los vehículos, de todas formas os hago llegar mi queja y que realmente se siente pánico cuando la estructura de mi casa se mueve de esa manera. Estos badenes se colocaron sin el consentimiento de la mayoría de los vecinos y las viviendas más afectadas son las cuatro casas en las que coinciden los badenes. Por favor es un tema serio y ruego que se tome con la importancia y la urgencia que se merece, también sé que hay más vecinos que se han quejado y que también os harán llegar las quejas formalmente. | Muchas gracias.",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Bandes reductores de velocitat,2.43120950,41.55866606,Vista Alegre,2020-01-01 00:00:00
BC00291915,"4,5","3,75","Hola, mi consulta es la siguiente: mi medio de transporte para ir a trabajar es la bicicleta, trabajo en un centro geriátrico de [ADDRESS] cuando acabó mi jornada paso siempre por la Avd Puig i cadafalch y siempre son las mismas personas que ya esperan cada día y me gritan que me vaya a casa y les contesto que vengo de trabajar pero ya van varios días que además recibo insultos hacia mi persona, mi pregunta es: son denuncia les estos hechos? cómo debo proceder ante estos hechos? Gracias espero su respuesta.",Web municipal,Ciutadà,Policia local,,,,,,2020-01-01 00:00:00
BC00291924,4,"3,8","Buenos días, Mi nombre es [NAME] con DNI [ID] y mi num. de tarjeta de la Deixalleria es [ACCOUNT], vivo en la C/ [ADDRESS]. Indicarles que he realizado varias quejas porque falta por actualizar 2 entregas realizadas a la Deixalleria Mobil pero no se actualizan, son las siguientes: 27/1/2020--18:58 horas-3 bonificaciones: FR5 Petits Electrodomestics+ Piles i bateries+FR6 Aparells informatics y 2/3/2020 --19:04 hores--2 bonificacions: oli vegetals usats i R especials petites quantitats. Les adjunto el ticket de la entrega per a la seva comprobació. La seva pàgina web no ha estat actualitzada des del dia 2/4/2020. A més, els he escrit a diferents [EMAIL] però no he obtingut contestació cap sobre aquest problema. Rogo actualitzin l'entrada d'usos de la Deixalleria.",Web municipal,Ciutadà,Manteniment de la Ciutat,Deixalleries,,2.43083695,41.54643626,Cirera,2020-01-01 00:00:00
BC00291925,"3,5","3,75","Buenos días, Mi nombre es [NAME] con DNI [ID] y mi num. de tarjeta de la Deixalleria es [ACCOUNT], vivo en la C/ [ADDRESS]. Les escribo porque he realizado varias quejas de esta pagina PERO NO RECIBO RESPUESTA ALGUNA. Motivo: falta por actualizar usos de la Deixalleria porque me falta 2 días que no aparecen en su pagina web: 27/1/2020--18:58 horas-3 bonificaciones: FR5 Petits Electrodomestics+ Piles i bateries+FR6 Aparells informatics y el 2/3/2020 --19:04 hores--2 bonificaciones: oli vegetas usats i R especials petites quantitas. Les adjunto ticket para su comprobación. También les he escrito por mail a varios correos [EMAIL] y a [EMAIL] pero no he recibido respuesta alguna. Para su información este problema pasa cada año y no se arregla de ninguna manera solo siendo pesado i reclamant contínuament. ¿ALGUIEN PUEDE TOMAR NOTA Y SOLUCIONARLO?. Quedamos a la espera de sus noticias. Saludos.",Web municipal,Ciutadà,Manteniment de la Ciutat,Deixalleries,,2.43083695,41.54643626,Cirera,2020-01-01 00:00:00
BC00291926,3,"3,8","Mi nombre es [NAME] con DNI [ID] y mi num. de tarjeta de la Deixalleria es [ACCOUNT], vivo en la C/ [ADDRESS]. Les escribo porque he realizado varias quejas desde esta pagina, además he escrito mails al Defensor del Ciutadà ([EMAIL]) y a [EMAIL] pero NADIE CONTESTA. Motivo: tengo 2 entregas a la Deixalleria que no han sido actualizadas y son: 27/1/2020--18:58 horas-3 bonificaciones: FR5 Petits Electrodomestics+ Piles i bateries+FR6 Aparells informatics y 2/3/2020 --19:04 hores--2 bonificaciones: oli vegetas usats i R especials petites quantitats. Les adjunto ticket para su comprobación. Indicarles que este problema pasa todos los años i NADIE NI DICE NI HACE NADA. Ruego lo tengan en cuenta i pasen nota al departamento o persona responsable que la gestione. Es vergonzoso que no se tomen MEDIDAS URGENTS i se fomente el uso de les Deixallerias Moviles. Espero su respuesta.",Web municipal,Ciutadà,Manteniment de la Ciutat,Deixalleries,,2.43083695,41.54643626,Cirera,2020-01-01 00:00:00
BC00291927,3,"2,55","Mi nombre es [NAME] con DNI [ID] y mi num. de tarjeta de la Deixalleria es [ACCOUNT], vivo en la C/ [ADDRESS]. Les escribo porque he realizado varias quejas desde esta pagina, además he escrito mails al Defensor del Ciutadà ([EMAIL]) y a [EMAIL] pero NADIE CONTESTA. Motivo: tengo 2 entregas a la Deixalleria que no han sido actualizadas y son: 27/1/2020--18:58 horas-3 bonificaciones: FR5 Petits Electrodomestics+ Piles i bateries+FR6 Aparells informatics y 2/3/2020 --19:04 hores--2 bonificaciones: oli vegetas usats i R especials petites quantitats. Les adjunto ticket para su comprobación. Indicarles que este problema pasa todos los años i NADIE NI DICE NI HACE NADA. Ruego lo tengan en cuenta y pasen nota al departamento o persona responsable que la gestione. Es vergonzoso que no se tomen MEDIDAS URGENTS i se fomente el uso de las Deixallerias Moviles. Espero su respuesta.",Web municipal,Ciutadà,Manteniment de la Ciutat,Deixalleries,,,,,2020-01-01 00:00:00
BC00291944,"8,5","5,5",Hola muy buenas tardes quería tener información sobre los chiringuitos de playa . | Lo primero si tenéis información sobre la evolución de apertura o cierre de la temporada de verano,Web municipal,Ciutadà,Llicències,Llicències d'activitats,,2.45105230,41.53608819,Eixample,2020-01-01 00:00:00
BC00291945,"4,5","3,75","Hem vist que al balcó hi ha vidres que podrien caure al carrer i ferir a algú que passés pel carrer o ocasionar danys a algun vehicle, fins i tot, provocar un accident.",Web municipal,Ciutadà,Salut Pública,"Insalubritat solars, edificis (locals, habitatges), etc",,2.44204369,41.53670791,Eixample,2020-01-01 00:00:00
BC00291964,"7,45","3,8","Hola buenas tarde me pongo en contacto con vosotros para que por favor el reloj de la plaza [ADDRESS] (parque de la alegría) lo podrían quitar ya que yo soy socio sanitaria y trabajo por las noches cuando llego a casa tengo que dormir y con las campanadas del reloj sonando me corta el sueño, gracias espero respuesta un saludo",Web municipal,Ciutadà,Manteniment de la Ciutat,"Parcs, jardins i zones verdes (senyalització i altres)",,2.42416859,41.54353538,Cerdanyola,2020-01-01 00:00:00
BC00291965,"7,45","3,8","Faltaría instalar de nou 2 pilones a la zona senyalitzada 'no aparcar y estacionar, en groc'. Les van trencar i no s'han tornar a col·locar. Gracies. | Foto Adjunta.",Web municipal,Ciutadà,Mobilitat,,,2.42599163,41.53929943,Cerdanyola,2020-01-01 00:00:00
BC00291966,"7,45","3,8","En la zona especial de aparcamiento de bicis, hay muchas o todas abandonadas, rotas, caídas o desmontadas. Gracias. | Foto Adjunta.",Web municipal,Ciutadà,Mobilitat,,,2.42494444,41.54046435,Cerdanyola,2020-01-01 00:00:00
BC00291967,"5,5","5,05",Esperant resposta tant a la queixa [ID] com a la instància [ID],Web municipal,Ciutadà,Policia local,Informació sobre una multa o expedient sancionador de trànsit,,,,,2020-01-01 00:00:00
BC00291968,"8,5",6,"Bon dia, | Tinc un parell de consultes en rel.lació a la meva activitat comercial. | La primera: | Tenia llogats els locals del carrer del cós número [ADDRESS] i número [ADDRESS] que estaven units des de l'interior i hi feia una única activitat. | L'entrada era pel carrer del cós número [ADDRESS]. | Vaig deixar el número [ADDRESS] i vaig llogar el local del carrer Sant Antoni número [ADDRESS], que es contigu al local del número [ADDRESS] del carrer del cós. | De manera que he canviat l'adreça de l'accés però l'activitat té lloc al mateix local. | Actualment tinc dos locals que constitueixen un espai diàfan per realitzar la meva activitat. | Voldria saber quines gestions hauria de fer per registrar el canvi a nivell municipal. | A nivell d'hisenda ja està tot arreglat. I l'impost de la brossa el segueixo pagant al CEO de la Fundació Maresme. | La segona: | Al meu centre fem entrenaments i fisioteràpia. Quines gestions hauria de fer per registrar el meu negoci com a centre de fisioteràpia? | Moltes gràcies. | Salutacions.",Web municipal,Ciutadà,Llicències,Llicències d'activitats,,2.44748486,41.53702607,Eixample,2020-01-01 00:00:00
BC00291984,"1,25","1,3",COMUNICA QUE AL COSTAT CASA SEVA [ADDRESS] ENTRE NÚMERO 63 I 57 HI HA UNA CASA EN RUNES I LI ENTRA AIGUA A CASA SEVA EL CARRER [ADDRESS] NÚM 59 PRIMER PIS. ÉS URGENT PERQUÈ LI ENTRA MOLTA AIGUA A CASA SEVA I NO POT LOCALITZAR PROPIETARIS CASA RUNES.,Telèfon 010,Ciutadà,Llicències,Llicències d'obres,"Molèsties ocasionades per les obres (sorolls,esquerdes,obstacles a la via pública, etc.), antenes",2.44502228,41.55409329,Vista Alegre,2020-01-01 00:00:00
BC00291985,"3,75","3,8","JOCS OLIMPIC CANTONADA [ADDRESS] HI HA ELS CONTAINERS DE LA BROSSA I ELS VOLTANTS QUE ESTANT BRUTS I NO S'ESTANT NETEJANT, JA VAN FER UN AVIS LA SETMANA PASSADA",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.42682684,41.53571939,Cerdanyola,2020-01-01 00:00:00
BC00292004,"5,5","3,8","Tel. Civisme: | Demana que passin a recollir el cartró per la seva farmàcia, van passar els primers dies i ja no han tornat a passar. Tenen recollida dilluns i dijous i no han passat des fa dies. Demana que contactin amb [NAME] per informar-li quan passaran a recollir.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.42545394,41.54071877,Cerdanyola,2020-01-01 00:00:00
BC00292005,"3,75","2,55","Tel Civisme: Comenta que hi ha rates i li han entrat a cassa, diu que hi ha una veïna molt gran que te el síndrome de Diògenes i te molta brossa a cassa seva. Demana que passin netejar el mes aviat possible.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.45394080,41.54626648,El Palau-Escorxador,2020-01-01 00:00:00
BC00292006,"2,5","1,25","La vorera és enfonsada, fa més d'un mes. Han caigut ja 2 persones grans amb diversos danys. Molt urgent.",Telèfon del civisme,Ciutadà,Manteniment de la Ciutat,Voreres,,2.44595853,41.54397312,Eixample,2020-01-01 00:00:00
BC00292007,"3,75","2,55","Fotodenuncia: | Vehicle cremat i abandonat, [ADDRESS]. | Per sobre del camping. | Al mateix lloc, a on sempre hi ha runa, sofàs i muntanyes de deixalles.",Fotodenuncia,Ciutadà,Policia local,Vehicle abandonat a la via pública,,2.44554242,41.56086855,Vista Alegre,2020-01-01 00:00:00
BC00292008,"7,45","3,8","Bon dia, tinc un comerç a [ADDRESS] i m´agradaria saber quines mesures esteu prenent per a l´aixecament de l´estat d´alarma o fi del confinament escalonat que portarà a l´obertura de les nostres botigues. I si tenius previst alguna mena d´ajut per l´obtenció de material sanitari de protecció per nosaltres i la nostra clientela. Per exemple a [ADDRESS] que també tinc botiga l´ajuntament a destinat una partida del pressupostos per abastir del material necessari a tot el comerç, termòmetres, mascaretes, desinfectant, peücs... Salutacions i gràcies",Web municipal,Ciutadà,Direcció de Promoció Econòmica,,,,,,2020-01-01 00:00:00
BC00292009,"5,5","3,8",Tel Policia Local: Comenta que fa dos dies que les llums del pati i de afora del col·legi Demana que passi algú a tancarles,Policia Local,Intern,"Cultura, Esports, Ensenyament i Centres Cívics",Educació,,2.44522650,41.55133464,Vista Alegre,2020-01-01 00:00:00
BC00292024,"5,75","2,55",AL CR [ADDRESS] CANTONADA AMB [ADDRESS] HI HA UN ARBRE QUE ES MOLT ALT I AQUEST DIES AMB EL VENT I TORMENTES HI HA PERILL DE QUE CAIGUI PERQUE DONA ALS BALCONS,Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.43592708,41.53451649,Pla d´en Boet,2020-01-01 00:00:00
BC00292025,"5,5","5,05",La botiga Can Tarridas del [ADDRESS] demanen que els passin a recollir la brossa comercial.,Web municipal,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.44074669,41.53709263,Eixample,2020-01-01 00:00:00
BC00292026,"3,75","2,55","Ha trucat l'inspector del Mataró bus, s'ha trencat un vidre de Mataró bus, està la calçada de la [ADDRESS] plena de vidres, és perillós, passats avis telefònic a Fcc.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.44250278,41.53831289,Eixample,2020-01-01 00:00:00
BC00292044,"8,75",5,"Bon dia, em poso en contacte amb vosaltres per fer una petició referent a la policia de Mataró. | Em dic [NAME], la meva mare es diu [NAME] i es enfermera desde els 18 anys. Demà dia 23 es el seu aniversari i fa 60 anys. Donada la situació actual serà un aniversari molt diferent del que realment habiam preparat, i la mare, amb varies malalties que li han impedit treballar, a seguit ajudant en tot el que a pogut desde casa, desde fer mascaretes, ajudar a companys telefònicament i per suposat sortint cada dia a les 20.00 al balcó a donar a suport a tots els cossos involucrats en aquesta pandemia. | Em pensat en retornarli demá a ella el agraiment que cada dia dona als demes, sortint tots els veints a cantar aniversari feliç, pero sabem que li faría especial ilusió si una patrulla de policia o ambulancia o algo similar, es parès a sota el balco i cantes amb tots nosaltres a les 20:00 cuant sortim tots, per tal d'agrairli a ella tot el que fa pels demes el dia del seu 60 aniversari. | El balco dona al carrer [ADDRESS], just entre via europa i julia gual. | Sabem que es una petició peculiar, però no li puc negar a la mare algo que se que li farà ilussió el dia del seu aniversari. | Moltes gracies i feliç dia.",Web municipal,Ciutadà,Policia local,,,,,,2020-01-01 00:00:00
BC00292064,"7,45","3,8","La moto adjunta en la imagen, está estacionada fuera de la zona de parking. Yo hago giro a la derecha para realizar la entrada a la calle peatonal que me dirige a [ADDRESS] y he estado a punto de tirarla al suelo por su mal estacionamiento lo que además conllevaría a un daño a mí vehículo. Esa moto lleva muchos meses ahí parada y por su estado a veces pienso si incluso está abandonada. Por favor, podrían ponerla alguna solución??? Gracias!!!",Web municipal,Ciutadà,Policia local,Vehicle abandonat a la via pública,,2.43591352,41.53633255,Eixample,2020-01-01 00:00:00
BC00292065,"3,75","2,55",Queja debido a que estoy teniendo problemas en mi negocio. El problema es que estan colocando silicona en los candados de la persiana.,Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.43084071,41.54442068,La Llàntia,2020-01-01 00:00:00
BC00292066,"3,5","3,8",De fa dues setmanes han començat a fer cates al solar de davant. Comencen a fer molt soroll abans de les 8 i no respecten les normes de seguretat (no fan ús de mascaretes i guants). Els veïns confinats patim molt el soroll que fan i demanem a l'ajuntament que hi posi remei. No s'enten que els hagin donat permís per començar una activitat que no estava iniciada abans del confinament. Si és necessari denunciarem a xarxes i premsa. No té cap sentit.,Web municipal,Ciutadà,Llicències,Llicències d'obres,"Molèsties ocasionades per les obres (sorolls,esquerdes,obstacles a la via pública, etc.), antenes",2.44268561,41.53259762,Eixample,2020-01-01 00:00:00
BC00292067,"7,45","3,8","Agrairia passessin per la Plaça de Can Gasol doncs les zones infantils i ajardinades no estan precintades. Les valles i els precintes estan tots trencats i per terra. Si no ho venen a arreglar, entendre que puc passejar-hi. Gracies.",Web municipal,Ciutadà,Manteniment de la Ciutat,,,2.45239834,41.54527887,Eixample,2020-01-01 00:00:00
BC00292068,"7,45","3,75","Agrairia passessin per la Plaça de Can Gasol doncs les zones infantils i ajardinades no estan precintades. Les valles i els precintes estan tots trencats i per terra. Si no ho venen a arreglar, entendre que puc passejar-hi. Gracies.",Web municipal,Ciutadà,Manteniment de la Ciutat,"Parcs, jardins i zones verdes (senyalització i altres)",,2.45228021,41.54518384,Eixample,2020-01-01 00:00:00
BC00292069,"7,45","3,8",Agrairia passessin per la Plaça de Can Gasol doncs les zones infantils i ajardinades no estan precintades. Les valles i els precintes estan tots trencats i per terra. I d'això ja fa varies setmanes. Gracies.,Web municipal,Ciutadà,Policia local,,,2.45130428,41.54525146,Eixample,2020-01-01 00:00:00
BC00292070,"7,45",5,"Bon dia, | a data d'avui dia 23/4/2020 s'està instal""lant una antena de ""telefonia"" o comunicació a la cantonada del carrer [ADDRESS]/Carrer [ADDRESS]. | Desconec si tenen permís per la seva instal·lació i m'agradaria conèixer quin tipus d'instal·lació és, si disposen del vistiplau de l'ajuntament i la problemàtica que podria ocasionar als habitatges propers. O documentació científic que avali la no afecció d'aquestes instal·lacions. | Cal informació pública abans d'aquest tipus d'instal·lació? | Adjunto fotografia",Web municipal,Ciutadà,Llicències,Llicències d'obres,"Molèsties ocasionades per les obres (sorolls,esquerdes,obstacles a la via pública, etc.), antenes",2.45323448,41.54254917,El Palau-Escorxador,2020-01-01 00:00:00
BC00292072,"5,5","2,55","Hola bon dia. | El meu nom es [NAME]. Els hi escric ja que sóc propietària d´un pis, el qual tinc en lloguer, des de fa uns anys, per poder pagar la hipoteca que té el pis. Degut a les crisis econòmiques successives vaig haver de posar-ho en lloguer, per a no quedar-me sense pis i amb el deute amb el banc. | Per tant haig de pagar una hipoteca d´un pis en el qual no visc i ja he patit diferents situacions problemàtiques amb inquilins deutors. | En aquest precís moment, tinc un inquilí, des de fa 6 anys, el qual li ha costat mes a mes ferme el pagament i sempre posant excuses diverses. Encara que anava pagant amb recança, però ara no te intenció de pagar per lo que es veu, ja que el mes passat va pagar una mica mes de la meitat de la mensualitat i aquest mes d´abril, no ha pagat res i em temo que al maig no pagui tampoc res. :( | La meva pregunta és la següent: que mesures hauria de prendre jo ara ? | Moltes gràcies per la seva atenció. | Espero la seva resposta. | Atentament | [NAME]",Web municipal,Ciutadà,Oficina de Civisme i Convivència i Benestar Animal,Mediació Ciutadana,,2.42462888,41.53702167,Cerdanyola,2020-01-01 00:00:00
BC00292073,"3,75","2,5","Tel. 010: | Demana una fumigació urgent al carrer [ADDRESS] cantonada [NAME], surten una gran quantitat de paneroles que estan pujant per la façana i ella viu primer pis.",Telèfon 010,Ciutadà,Salut Pública,"Plagues (rates, paneroles, mosquit tigre, etc.)",,2.43991805,41.55363272,Vista Alegre,2020-01-01 00:00:00
BC00292074,"4,25","3,8","Tel 010: | Comenta que fa dies que no passen a netejar el carrer i esta molt brut, diu que ha passat varies incidències | Demana que passin el mes aviat possible i mes sovint",Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.42473009,41.53943064,Cerdanyola,2020-01-01 00:00:00
BC00292075,"7,45","2,55","Fotodenuncia: | Ser que el servei no està al 100% degut a la situació, però comença a ser un tema de salubritat. Estat del contenidor d'orgànic al [ADDRESS] alçada papereria Maresme. He afegit fotografies de l'estat dels altres residus. He utilitzat aquesta plataforma degut a que la app Mataroneta, no funcionava. Gràcies",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.43801726,41.54047930,Eixample,2020-01-01 00:00:00
BC00292076,"4,5","3,75",Fotodenuncia: | Arbre caigut.,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.43656566,41.53365743,Pla d´en Boet,2020-01-01 00:00:00
BC00292077,"3,5",3,"Buenas tardes, vuelvo a poner en conocimiento que en los bajos (bajo 1 y bajo 2) los chicos que viven ahi (de forma ilegal ya que son ocupas) no respetan el estado de alarma. Durante las noches estan continuamente entrando y saliendo personas ajenas al edificio. Esto nos causa molestias no dejandonos dormir porque hacen ruido al estar constantemente abriendo y cerrando las puertas, hablando en la calle o en los garajes, y tambien que se estan aumentando las probabilidades de que el virus pueda llegar a la comunidad. Esta era una comunidad tranquila en la que viviamos solo [NUMERO] vecinos y desde que estos chicos marroquies han ocupado estas viviendas nos estan haciendo las noches imposibles, y tambien con la inseguridad de que no sabemos lo que estaran haciendo en los bajos toda la noche para haber tanta afluencia de gente. Agradeceriamos un poco mas de vigilancia o investigacion policial para ver si de esta forma esta situacion se arregla. | Muchas gracias",Web municipal,Ciutadà,Policia local,,,2.42835048,41.54083137,Cerdanyola,2020-01-01 00:00:00
BC00292078,"3,5","3,8","tel. [PHONE]: | [ADDRESS], s'ha de passar a desinfectar amb màquina a pressió, els contenidors i terra estan molt, molt bruts i molta pudor. Ja fa dies que dura i passa un senyor amb un bomba i no treu tota la porqueria dels contenidors.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.42682684,41.53571939,Cerdanyola,2020-01-01 00:00:00
BC00292079,5,5,Policia comunica que hi ha senyal de pas de vianants al terra trencat per la base,Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.42631173,41.53315141,Pla d´en Boet,2020-01-01 00:00:00
BC00292080,"7,45","3,75",Tel Policia Local: | Comenta que un senyal de ceda el pas està a la terra | Demana que passin a reparar el més aviat possible,Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.42385341,41.53345929,Pla d´en Boet,2020-01-01 00:00:00
BC00292081,5,5,Policia Local comunica que hi ha un senyal de direcció prohibida al terra.,Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.46494603,41.55350273,El Palau-Escorxador,2020-01-01 00:00:00
BC00292082,5,5,Senyal d'estacionament prohibit a terra. | [ADDRESS],Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.43242763,41.55099374,Cirera,2020-01-01 00:00:00
BC00292083,5,5,Senyal direcció prohibida a terra. | [ADDRESS] amb carretera de Mata,Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.45065807,41.54716152,Rocafonda,2020-01-01 00:00:00
BC00292084,5,5,Senyal limitació velocitat 20 a terra. | [ADDRESS],Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.45608061,41.55270965,Vista Alegre,2020-01-01 00:00:00
BC00292085,"5,5",5,"PER TANCAMENT DE L´NEGOCI DEL LOCAL A LA PROPIETAT D´AQUEST MES D´ABRIL NECESITO BUIDAR, GRÀCIES.",Web municipal,Ciutadà,Mobilitat,Ocupació via pública,Contenidors obres/ Sacs recollida runa,2.44215872,41.54219113,Eixample,2020-01-01 00:00:00
BC00292104,"3,5","3,8","Com sempre els mateixos amos de gossos sigui en confinament o no; els porten sense cordar per tot arreu. Seria un bon moment per rectificar conductes incíviques dels propietaris dels gossos. Ara es veuen de juny, però fa anys que ningú fa res. Cagades i pixades per tot arreu i sobretot gossos sense cordar que et salten al damunt per olora-te. I no li diguis res al amo que et fot una clatellada com a mínim. Falta de control de aquest col·lectiu que fa cas omís de la normativa. | ; | Gràcies.",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.45426965,41.54291823,El Palau-Escorxador,2020-01-01 00:00:00
BC00292105,3,"2,5","A la pl. [NAME] hi ha un pas soterrat que va al passeig marítim al davant del club [NAME], des del confinament no s'ha fet neteja i demana que es faci una desinfecció ja que si a partir d'ara els menors podran sortir al carrer el pas representa un greu perill per a la seva salut.",Web municipal,Ciutadà,Manteniment de la Ciutat,Neteja viària,,,,,2020-01-01 00:00:00
BC00292106,"5,5","3,75","Comunica que a l'arbre que està davant de casa seva hi ha un forat al parterre de l'arbre, que altres anys surten rates i ja han efectuat desinfecció i han tapat el forat i ara demana que es torni a efectuar l'actuació per evitar la propagació de rates.",Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)","Insectes en zones verdes: jardins, arbres, parterres, gespa ...",2.43310944,41.54792779,Cirera,2020-01-01 00:00:00
BC00292107,"6,45","3,8",Tel 010: | Comenta que a la plaça que hi ha entre [ADDRESS] i [ADDRESS] seria convenient desinfectar la zona de jocs perquè van molts gossos | Demana que passin el més aviat possible,Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.43904286,41.53443196,Eixample,2020-01-01 00:00:00
